H000	H003	H006	H009	H012	H018	H024	H036	H048	H072	H120	H168
ENSG00000000419	134.08	112.12	112.87	115.71	111.54	109.37	114.38	119.26	116.08	103.68	104.7	115.76
ENSG00000000457	86.14	95	95.1	90.65	88.65	88.39	92.53	81.29	91.21	97.95	107.9	96.58
ENSG00000000460	89.32	105.3	107.62	108.64	110.99	103.16	104.51	93.84	89.94	92.27	105.51	104.88
ENSG00000000938	16.83	16.11	13.93	16.22	15.73	14.62	19.04	21.63	28.47	72.41	94.81	66.55
ENSG00000000971	0.34	0.37	0.23	3.2	1.02	3.77	6.1	3.25	5.21	7.79	11.53	9.93
ENSG00000001036	16.32	12.95	14.43	9.69	10.32	11.14	13.73	9.78	12.13	16.11	12.24	13.22
ENSG00000001167	112.09	119.13	111.98	112.46	116.06	107.51	110.99	112.16	105.98	127.32	89.53	96.62
ENSG00000001461	51.8	66.13	51.61	63.11	61.85	62.44	65.64	57.64	65.14	68.42	62.82	60.93
ENSG00000001497	54.88	72.94	71.15	74.89	74.29	76.71	69.34	85.34	55.98	54.79	48.61	46
ENSG00000001617	102.09	108.37	76.72	97.5	58.57	61.26	64.42	76.03	54.82	52.94	78.04	80.78
ENSG00000001630	118.16	99.1	105.86	108.57	104.97	107.71	120.07	107.98	100.63	106.91	119.62	133.28
ENSG00000002549	94.01	89.86	92.14	93.89	95.99	99.05	108.5	118.99	136.32	149.51	141.88	144.92
ENSG00000002586	160.87	149.5	130.08	129.88	141.07	145.41	152.76	147.23	139.31	145.25	149.32	133.15
ENSG00000002745	58.95	83.33	69.24	72.34	84.67	74.04	88.03	75.76	65.99	58.76	55.79	61.76
ENSG00000002834	105.1	101.09	96.33	99.08	101.11	104.57	99.84	111.28	116.81	116.39	120.2	105.99
ENSG00000002919	93.56	103.75	79.93	97.54	102.65	88.59	92.07	84.07	99.74	104.46	115.95	99.25
ENSG00000003056	97.47	105.33	106.81	114.51	115.14	114.46	114.75	110.53	113.74	117.6	125.32	118.04
ENSG00000003147	76.05	60.55	70.72	62.06	65.29	70.32	67.37	68.8	83.62	90.78	91.59	62.51
ENSG00000003400	30.39	39.36	35.08	34.37	41.49	36.95	40.57	38.81	43.39	56.58	73.92	70.04
ENSG00000003402	103.91	87.51	88.48	87.23	84.98	96.74	97.74	104.55	97.93	120.14	175.33	184.42
ENSG00000003509	126.43	127.08	123.43	128.47	135.97	122.82	133.99	121.5	118.45	120.36	118.06	111.13
ENSG00000003989	61.73	60.24	58.81	66.51	67.03	61.11	55.46	49.84	55.49	60.65	55.19	58.48
ENSG00000004139	62.73	54.01	59.06	61.04	57.55	61.09	58.9	62.06	60.08	54.48	40.58	49.22
ENSG00000004142	137.29	116.03	127.76	122.55	146.21	127.05	130.62	119.65	114.4	122.25	108.39	143.79
ENSG00000004399	116.66	111.08	89.73	90.4	79.81	86.06	94.11	97	98.69	110.46	113.31	236.8
ENSG00000004455	77.3	91.88	87.17	88.7	94.25	94.09	98.17	101.94	90.12	74.87	64.53	68.49
ENSG00000004468	100.7	120.3	98.55	100.65	97.41	91.45	109.58	85.74	80.33	72.5	69.81	54.42
ENSG00000004478	159.87	133.16	145.81	129.65	131.04	118.59	145.45	134.06	146.55	142.41	148.31	145.03
ENSG00000004487	167.25	182.89	188.67	165.82	189.35	182.55	177.43	168.47	157.2	141.32	126.18	134.59
ENSG00000004534	111.5	109.08	108.01	101.39	104.45	120.06	96.66	125.01	102.82	106.94	101.03	106.44
ENSG00000004700	90.55	90.83	96.36	98.35	101.26	95.1	97.6	101.41	87.49	93.51	100.99	86.96
ENSG00000004766	103.51	92.26	115.2	103.87	111.31	111.22	114.74	104.4	98.63	112.67	104.42	114.66
ENSG00000004777	47.16	45.63	58.86	47.08	44.13	44.83	43.91	45.26	48.74	34.07	26.89	27.64
ENSG00000004779	121.81	123.03	127.2	117.34	143.45	114.92	101.96	95.66	124.05	105.16	100.78	109.65
ENSG00000004809	44.09	48.69	42.88	42.48	45.6	46.5	47.85	47.31	38.68	39.88	30.02	32.91
ENSG00000004864	120.48	91.19	83.56	90.99	84.57	85.41	106.04	96.73	84.81	85.45	89.93	61.58
ENSG00000004866	123	100.67	106.78	103.61	103.27	114.99	110.95	103.63	109.26	115.96	127.55	117.39
ENSG00000004897	104.94	140.47	103.86	106.5	100.33	104.05	102.93	136.86	102.32	97.55	83.98	90.1
ENSG00000004961	38.74	46.67	48.35	45.94	48.28	49.01	44.35	36.87	28.23	27.85	28.45	34.72
ENSG00000005007	175	155.76	180.4	184.65	160.53	164.76	183.05	182.83	182	189.63	166.53	161.65
ENSG00000005022	67.09	78.17	71.9	86.07	74.31	83.43	69.9	67.24	57.6	59.79	63.64	66.32
ENSG00000005059	83.1	69.22	68.85	68.37	73.51	74.55	78.81	75.81	90.06	97.08	89.07	109.11
ENSG00000005100	150.25	171.42	174	177.96	185.78	189.67	171.61	193.27	161.22	141.2	112.31	112.12
ENSG00000005156	85.89	76.13	76.07	74.09	66.38	70.99	75.14	62.8	70.24	71.45	84.81	93.21
ENSG00000005175	86.23	94.78	94.96	93.6	89.39	69.4	93.75	76.38	80.69	77.25	74.27	77.87
ENSG00000005194	121.11	99.12	111.74	113.5	120.77	112.1	98.65	115.72	107.68	106.18	106.29	112.1
ENSG00000005206	105.73	103.98	94.45	102.43	98.35	106.21	107.47	101.5	82.43	111.3	139.47	131.8
ENSG00000005238	47.47	44.79	47.85	43.87	51.54	52.49	50.35	51.08	51.18	103.65	70.25	60.26
ENSG00000005249	80.3	66.49	70.74	65.04	69.41	62.52	72.62	66.17	88.8	85.76	73.76	67.13
ENSG00000005302	57.01	73.81	58.46	76.11	85.79	57.48	61.14	55.51	57.28	48.84	48.1	59.79
ENSG00000005379	59.53	66.25	60.6	54.6	57.1	55.97	58.6	52.79	40.76	73.24	87.8	27.31
ENSG00000005381	3.23	2.07	0.94	1.23	1.14	0.77	1.39	1	0.88	0.37	0.23	0.15
ENSG00000005436	27.66	27.11	23.66	23.27	29.02	26.19	25.87	19.12	14.27	13.71	17.86	15.54
ENSG00000005469	70.23	56.3	55.74	58.52	60.78	70.87	69.41	64.3	64.7	69.27	63.6	71.43
ENSG00000005471	48.78	45.95	40.53	42.68	39.26	36.66	38.01	31.26	28.72	29.39	30.63	21.67
ENSG00000005486	82.73	105.08	148.03	145.66	114.75	133.99	106.62	141.24	171.99	192.87	139.34	165.35
ENSG00000005700	45.07	58.55	47.64	48.44	49.21	49.11	52.62	40.17	37.98	38.7	40.15	38.45
ENSG00000005801	85.72	98.11	102.36	102.62	97.93	98.23	95.57	90.79	86.07	81.24	69.77	87.88
ENSG00000005810	136.17	160.02	156.16	146.46	143.55	165.13	156.45	148.12	146.33	142.02	125.32	140.89
ENSG00000005812	74.74	76.02	88.9	84.24	74.36	74.46	70.37	80.5	79.25	86.83	94.25	93.12
ENSG00000005844	1.22	3.18	2.59	2.63	6.21	7.35	10.51	20.13	29.92	53.9	28.79	9.95
ENSG00000005882	85.96	92.1	79.28	75.37	98.25	89.96	94.64	84.43	73.9	97.43	76.93	89.39
ENSG00000005893	55.08	66.25	74.54	63.02	75.08	65.54	71.84	69.64	58.07	55.92	57.4	57.28
ENSG00000006007	101.59	111.32	97.63	90.49	109.42	124.15	117.8	130.36	100.17	125.8	144.51	108.52
ENSG00000006025	63.75	69	74.42	72.02	69.33	71.24	64.71	59.92	52.93	65.79	43.67	51.15
ENSG00000006042	45.43	43.06	44.22	44.88	40.75	45.35	40.63	39.84	53.04	51.89	45.2	34.52
ENSG00000006062	136.62	124.21	132.67	130.14	126.21	121.69	129.39	121.32	115	102.29	84.36	103.07
