class	time_point	hc	class2	final_class	presence_of_peak	sum_coverage	maSigPro	score_alignment	pvalue_alignment	fdr_alignment	pearson_estimate_mark_level	pearson_pvalue_mark_level	pearson_fdr_mark_level	pearson_estimate_mark_coverage	pearson_pvalue_mark_coverage	pearson_fdr_mark_coverage	group
ENSG00000004864	high_expression	flat	cluster_3	bending	bending	no	0	ns	8.7715	9.999900001e-06	2.31655684598556e-05	0.0201042631194386	0.95055131796241	0.983364255616227	NA	NA	NA	no_peak
ENSG00000004866	moderate_expression	flat	cluster_1	downregulation	downregulation	yes	0.0605272783343972	ns	8.3656	9.999900001e-06	2.31655684598556e-05	-0.34546835655881	0.271388276034007	0.614520090913712	-0.284005956345286	0.370994864559684	0.517949682409166	stable
ENSG00000004897	high_expression	flat	cluster_1	downregulation	downregulation	yes	0.0926071622354856	significant	15.2282	0.163288367116	0.291920794886288	-0.587856407842375	0.0444086463634338	0.248539667714403	-0.450697391892804	0.141443258612376	0.260807569538918	not_correlated
ENSG00000004961	high_expression	flat	cluster_2	upregulation	upregulation	yes	10.7792132384962	ns	9.5777	1.9999800002e-05	4.56455310233466e-05	-0.209660936549124	0.513106690187543	0.795806547148346	-0.121502358646122	0.706798274319461	0.803518038173703	stable
ENSG00000005007	variable	variable	cluster_1	downregulation	downregulation	no	0	ns	6.1221	9.999900001e-06	2.31655684598556e-05	-0.0879122636141824	0.785867362219092	0.922249962686145	NA	NA	NA	no_peak
ENSG00000005022	variable	variable	cluster_1	downregulation	downregulation	no	0	ns	11.1706	0.121158788412	0.232612226294935	0.00960126073068232	0.976374801363534	0.992821717496271	NA	NA	NA	no_peak
ENSG00000005059	bending	H009	NA	NA	bending	yes	0.0797107001118585	significant	19.5025	1	1	-0.687156752856861	0.0135507488964177	0.123777911331743	-0.756727757577215	0.00438541166016126	0.0272345815721996	negatively_correlated
ENSG00000005100	variable	variable	cluster_1	downregulation	downregulation	no	0	ns	13.5151	0.291167088329	0.423065298332351	-0.165057821583045	0.608201177732884	0.848013464085141	NA	NA	NA	no_peak
ENSG00000005156	downregulation	NA	NA	NA	downregulation	no	0	ns	3.6086	9.999900001e-06	2.31655684598556e-05	0.529758317144335	0.0764836733411062	0.334277417000366	NA	NA	NA	no_peak
ENSG00000005175	high_expression	flat	cluster_1	downregulation	downregulation	no	0	ns	13.4161	0.247787522125	0.380117813206293	-0.202301138680023	0.528334795536676	0.807248058716735	NA	NA	NA	no_peak
ENSG00000005194	high_expression	flat	cluster_1	downregulation	downregulation	no	0	ns	7.1911	9.999900001e-06	2.31655684598556e-05	0.560144375656088	0.0582044785286304	0.287261487876687	NA	NA	NA	no_peak
ENSG00000005206	variable	variable	cluster_1	downregulation	downregulation	yes	0.00922247446083995	ns	17.1889	1	1	-0.423758805511658	0.169819971602459	0.488284855107649	-0.314918876800658	0.318760161070628	0.468534053991046	stable
ENSG00000005238	variable	variable	cluster_2	upregulation	upregulation	no	0	ns	13.9362	0.377216227838	0.50964860971374	0.108887177999976	0.736226644812939	0.901296081151147	NA	NA	NA	no_peak
ENSG00000005249	peaking	H006	NA	NA	peaking	yes	0.236079991272459	significant	3.9662	9.999900001e-06	2.31655684598556e-05	0.365893044155831	0.242127815154321	0.577936034981445	0.556700126607577	0.0601054198312456	0.144710331852243	not_correlated
ENSG00000005302	variable	variable	cluster_2	upregulation	upregulation	yes	9.73340137790253	ns	13.484	0.267637323627	0.401310849482995	-0.267092774847764	0.40134268083313	0.720888757061972	0.0279810784704404	0.931212148139414	0.961743693980051	stable
ENSG00000005379	downregulation	NA	NA	NA	downregulation	yes	0.374293163579724	significant	15.9604	0.866371336287	1	-0.791950157227178	0.00213916385143802	0.0389027076837481	-0.626273350603657	0.0293465473271266	0.0925701937940516	negatively_correlated
ENSG00000005381	peaking	H024	NA	NA	peaking	no	0	ns	12.4281	0.187488125119	0.319926545415826	-0.0362009277680772	0.911067263501493	0.968278909956004	NA	NA	NA	no_peak
ENSG00000005436	variable	variable	cluster_1	downregulation	downregulation	no	0	ns	9.6942	9.999900001e-06	2.31655684598556e-05	0.0487171320585238	0.880488762118801	0.959461797064412	NA	NA	NA	no_peak
ENSG00000005469	variable	variable	cluster_3	bending	bending	yes	0.0363182749710416	ns	5.5974	9.999900001e-06	2.31655684598556e-05	0.415245597092667	0.17947923530874	0.50294321005454	0.452307113362077	0.139851702982778	0.258714243364552	stable
ENSG00000005471	variable	variable	cluster_1	downregulation	downregulation	yes	0.00980938579868465	significant	13.7112	0.780662193378	0.92850523370778	-0.0326208327255641	0.919835960627226	0.971819839840647	-0.0860354995809159	0.790347785095906	0.866783741101313	not_correlated
ENSG00000005486	variable	variable	cluster_3	bending	bending	no	0	ns	16.3358	0.407885921141	0.541148897857869	-0.660824357124658	0.0193085620424415	0.155320629468787	NA	NA	NA	no_peak
ENSG00000005700	variable	variable	cluster_2	upregulation	upregulation	no	0	ns	8.0373	9.999900001e-06	2.31655684598556e-05	0.139028106694895	0.66652607003499	0.87674907031009	NA	NA	NA	no_peak
ENSG00000005801	downregulation	NA	NA	NA	downregulation	yes	0.124803393546542	ns	7.5678	9.999900001e-06	2.31655684598556e-05	0.53909214406821	0.0705005811920209	0.319804672601814	0.0121096066714858	0.970204840853821	0.982889447809801	stable
ENSG00000005810	variable	variable	cluster_1	downregulation	downregulation	no	0	ns	12.5012	0.466095339047	0.600785056116512	-0.114719735359172	0.722577564513333	0.898321510990068	NA	NA	NA	no_peak
ENSG00000005812	variable	variable	cluster_3	bending	bending	no	0	ns	12.2108	0.173978260217	0.305118225878054	-0.184763728599651	0.56537855971003	0.826951139163466	NA	NA	NA	no_peak
ENSG00000005844	upregulation	NA	NA	NA	upregulation	yes	0.950140877246421	significant	20.7025	1	1	-0.910231120783481	3.94247830247756e-05	0.0026131137178405	-0.768835529482464	0.00347355867636061	0.0236577509849425	negatively_correlated
ENSG00000005882	variable	variable	cluster_2	upregulation	upregulation	no	0	ns	9.2716	9.999900001e-06	2.31655684598556e-05	-0.0589842561887119	0.855514687589709	0.948733872330298	NA	NA	NA	no_peak
ENSG00000005893	upregulation	NA	NA	NA	upregulation	no	0	ns	4.4907	9.999900001e-06	2.31655684598556e-05	0.538472903210988	0.07088720830156	0.320402510258934	NA	NA	NA	no_peak
ENSG00000006007	upregulation	NA	NA	NA	upregulation	no	0	ns	10.0913	0.00717992820072	0.0159509762243142	-0.182566637383762	0.570091987650732	0.829939687957682	NA	NA	NA	no_peak
ENSG00000006025	moderate_expression	flat	cluster_1	downregulation	downregulation	no	0	ns	9.2258	9.999900001e-06	2.31655684598556e-05	0.191619360982086	0.550773520829476	0.819594563097837	NA	NA	NA	no_peak
ENSG00000006042	downregulation	NA	NA	NA	downregulation	yes	2.47559514507475	significant	19.1832	1	1	-0.884383374277081	0.000133590314682683	0.00626546388160887	0.109842801013792	0.733985427669452	0.823690722392042	negatively_correlated
ENSG00000006062	variable	variable	cluster_1	downregulation	downregulation	no	0	ns	16.7744	0.506924930751	0.642671189475659	-0.505522254254426	0.0936177634796205	0.367146436726922	NA	NA	NA	no_peak
ENSG00000006118	downregulation	NA	NA	NA	downregulation	yes	3.61216574811186	significant	18.2469	1	1	-0.782558193459828	0.00262260232259457	0.0435508737485248	-0.744177631337426	0.00551082784597137	0.0310909391907041	negatively_correlated
ENSG00000006194	high_expression	flat	cluster_1	downregulation	downregulation	yes	0.0816625422958436	ns	4.9437	9.999900001e-06	2.31655684598556e-05	0.172287497899226	0.592349588528253	0.841891138842865	0.0735240665659671	0.820359689785644	0.889801901690024	stable
ENSG00000006282	upregulation	NA	NA	NA	upregulation	no	0.0412301453193646	ns	12.7645	0.294597054029	0.426320529287726	-0.0860720913821405	0.790260372854338	0.924025104285142	0.172731554620999	0.591381184607007	0.707411670194458	peak_not_TSS
ENSG00000006451	high_expression	flat	cluster_3	bending	bending	no	0	ns	12.4586	0.352966470335	0.484807517055438	-0.344140146748002	0.273358373847181	0.616516917394373	NA	NA	NA	no_peak
ENSG00000006459	upregulation	NA	NA	NA	upregulation	yes	0.00395588079329727	ns	16.356	0.151738482615	0.276640743480859	-0.181066475589899	0.573319303304744	0.83237161703549	-0.140917275602467	0.662230728837975	0.765904789905419	stable
ENSG00000006530	high_expression	flat	cluster_1	downregulation	downregulation	no	0	ns	12.1462	0.285287147129	0.417900076707686	-0.248086836777201	0.436880396489822	0.747872098153335	NA	NA	NA	no_peak
ENSG00000006534	upregulation	NA	NA	NA	upregulation	no	0	ns	13.0015	0.332676673233	0.46620075473155	-0.209481180898029	0.513476314061573	0.795860917830181	NA	NA	NA	no_peak
ENSG00000006576	variable	variable	cluster_3	bending	bending	no	0	ns	12.5882	0.167408325917	0.29618680208567	0.235444615976485	0.461330508680977	0.763489616100172	NA	NA	NA	no_peak
ENSG00000006607	variable	variable	cluster_1	downregulation	downregulation	yes	0.559861734436234	significant	14.5739	0.131558684413	0.248142203431858	-0.445698189277061	0.146460313897166	0.454405757576238	-0.483594778748484	0.111193408851611	0.221022481398294	not_correlated
ENSG00000006625	downregulation	NA	NA	NA	downregulation	no	0	ns	11.3187	0.318916810832	0.452052460741011	-0.127147761244228	0.693744668136189	0.890301213243154	NA	NA	NA	no_peak
ENSG00000006634	downregulation	NA	NA	NA	downregulation	no	0	ns	12.4952	0.268587314127	0.40216285022394	-0.271595017621191	0.393144885387461	0.71646530826144	NA	NA	NA	no_peak
ENSG00000006695	variable	variable	cluster_1	downregulation	downregulation	no	0.321903642107351	ns	11.5789	0.124488755112	0.237997572347614	-0.515407755972964	0.0863450200915562	0.354757715745021	-0.234580467328924	0.463024814087332	0.602835980683162	peak_not_TSS
ENSG00000006704	variable	variable	cluster_1	downregulation	downregulation	no	0	ns	13.8263	0.329106708933	0.462977689114657	-0.284981983899659	0.369281127992287	0.697792897595698	NA	NA	NA	no_peak
ENSG00000006712	high_expression	flat	cluster_1	downregulation	downregulation	no	0	ns	4.2304	9.999900001e-06	2.31655684598556e-05	0.411987054136349	0.1832652140168	0.507698451265885	NA	NA	NA	no_peak
ENSG00000006715	variable	variable	cluster_2	upregulation	upregulation	no	0	ns	7.5158	9.999900001e-06	2.31655684598556e-05	0.291825649150376	0.357381635922459	0.688904902023851	NA	NA	NA	no_peak
ENSG00000006744	high_expression	flat	cluster_1	downregulation	downregulation	no	0	ns	6.294	9.999900001e-06	2.31655684598556e-05	0.485309254900464	0.109746058986196	0.394637965682756	NA	NA	NA	no_peak
ENSG00000006831	variable	variable	cluster_1	downregulation	downregulation	no	0	ns	6.0103	9.999900001e-06	2.31655684598556e-05	0.116318839882083	0.718848165141926	0.898241683997676	NA	NA	NA	no_peak
ENSG00000007038	variable	variable	cluster_1	downregulation	downregulation	no	0	ns	12.6896	0.215527844722	0.348564895073692	-0.171830093981309	0.593347739006612	0.842102471925738	NA	NA	NA	no_peak
ENSG00000007047	high_expression	flat	cluster_3	bending	bending	no	0.310286145370971	ns	7.0561	9.999900001e-06	2.31655684598556e-05	0.479949438170628	0.114312654148567	0.402434713767873	0.141532342845564	0.660834277171312	0.764792306544046	peak_not_TSS
ENSG00000007168	high_expression	flat	cluster_3	bending	bending	no	0	ns	12.7264	0.220777792222	0.353915229586336	-0.192236120052726	0.549467300052148	0.819246652987215	NA	NA	NA	no_peak
ENSG00000007376	peaking	H006	NA	NA	peaking	no	0	ns	6.0077	9.999900001e-06	2.31655684598556e-05	0.0948535266459919	0.769349090248498	0.917251886344896	NA	NA	NA	no_peak
ENSG00000007392	variable	variable	cluster_1	downregulation	downregulation	no	0	ns	5.482	9.999900001e-06	2.31655684598556e-05	0.492874798846763	0.103508606192054	0.385182932698884	NA	NA	NA	no_peak
ENSG00000007545	moderate_expression	flat	cluster_1	downregulation	downregulation	yes	0.715909090909091	significant	8.7945	9.999900001e-06	2.31655684598556e-05	0.380018930685278	0.223032192081381	0.556568673099601	0.338507903488242	0.281803439076792	0.432768291387276	not_correlated
ENSG00000007923	variable	variable	cluster_1	downregulation	downregulation	no	0	ns	7.6539	9.999900001e-06	2.31655684598556e-05	0.653798779242791	0.0211076065286267	0.165161081397316	NA	NA	NA	no_peak
ENSG00000007944	upregulation	NA	NA	NA	upregulation	no	0	ns	6.0428	1.9999800002e-05	4.56455310233466e-05	0.120145884185256	0.709945768177434	0.894402302981939	NA	NA	NA	no_peak
ENSG00000007968	downregulation	NA	NA	NA	downregulation	no	0	ns	11.9314	0.232217677823	0.365460317139023	0.0913885499146363	0.777584203286492	0.920476060569397	NA	NA	NA	no_peak
ENSG00000008018	variable	variable	cluster_1	downregulation	downregulation	no	0	ns	8.4851	9.999900001e-06	2.31655684598556e-05	-0.115247998848927	0.721344941628178	0.898241683997676	NA	NA	NA	no_peak
ENSG00000008083	variable	variable	cluster_1	downregulation	downregulation	no	0	ns	13.3897	0.839541604584	0.988420973100951	-0.224765486874289	0.482471216531821	0.777147852296687	NA	NA	NA	no_peak
ENSG00000008128	high_expression	flat	cluster_1	downregulation	downregulation	no	0	ns	6.8736	9.999900001e-06	2.31655684598556e-05	0.482293645265527	0.112300215018266	0.399255522004666	NA	NA	NA	no_peak
ENSG00000008130	upregulation	NA	NA	NA	upregulation	no	0	ns	13.0717	0.180128198718	0.310976834281549	-0.141143447511726	0.66171711194699	0.873863203987298	NA	NA	NA	no_peak
ENSG00000008282	variable	variable	cluster_2	upregulation	upregulation	no	0	ns	7.6876	9.999900001e-06	2.31655684598556e-05	0.106727795037909	0.741297965819595	0.903741241434923	NA	NA	NA	no_peak
ENSG00000008283	upregulation	NA	NA	NA	upregulation	yes	1.71253499222395	significant	18.621	1	1	-0.836370623810584	0.000697090874256929	0.0185736505366796	-0.909264543414637	4.15241758220782e-05	0.00165222510113111	negatively_correlated
ENSG00000008294	variable	variable	cluster_3	bending	bending	no	0	ns	11.1513	0.422695773042	0.556836415866761	0.174882541074452	0.586698978870858	0.839936774463456	NA	NA	NA	no_peak
ENSG00000008311	variable	variable	cluster_1	downregulation	downregulation	no	0	ns	15.5859	0.377916220838	0.510164634088665	-0.603568611124028	0.0377091076972492	0.226044300777191	NA	NA	NA	no_peak
ENSG00000008324	variable	variable	cluster_1	downregulation	downregulation	no	0	ns	12.8388	0.206627933721	0.33874816607572	-0.224044091231005	0.483915041669267	0.7775482503925	NA	NA	NA	no_peak
ENSG00000008405	variable	variable	cluster_1	downregulation	downregulation	no	0	ns	17.07	1	1	-0.754002618207025	0.00461347197258142	0.0636707210927689	NA	NA	NA	no_peak
ENSG00000008441	downregulation	NA	NA	NA	downregulation	yes	2.16988468375971	significant	19.9875	1	1	-0.951646000845429	1.91905286253258e-06	0.000480962623672228	-0.161857847585478	0.615267601853728	0.727347409017824	negatively_correlated
ENSG00000008513	upregulation	NA	NA	NA	upregulation	no	0	ns	12.8674	0.239057609424	0.372254440919138	-0.428987789443292	0.164052708801509	0.479974735475187	NA	NA	NA	no_peak
ENSG00000008838	variable	variable	cluster_1	downregulation	downregulation	yes	0.0186087626646116	ns	5.3826	9.999900001e-06	2.31655684598556e-05	0.223077111872881	0.485853470609748	0.778841661860919	0.201908374430819	0.529152855773238	0.659043754472105	stable
ENSG00000008853	peaking	H036	NA	NA	peaking	yes	0.0993013828594428	ns	4.4529	9.999900001e-06	2.31655684598556e-05	0.256120162680187	0.421677827666213	0.736751606265006	0.271614699826912	0.393109236069426	0.537091414099674	stable
ENSG00000008869	moderate_expression	flat	cluster_2	upregulation	upregulation	no	0	ns	5.9988	9.999900001e-06	2.31655684598556e-05	0.543483958415873	0.067800070592852	0.312608249190456	NA	NA	NA	no_peak
ENSG00000009413	moderate_expression	flat	cluster_3	bending	bending	no	0	ns	9.8772	9.999900001e-06	2.31655684598556e-05	0.305433874373356	0.334334303256938	0.672020328852292	NA	NA	NA	no_peak
ENSG00000009790	upregulation	NA	NA	NA	upregulation	no	0	ns	12.6118	0.160978390216	0.289227112206968	0.00853871750598636	0.978988792513161	0.993482236613381	NA	NA	NA	no_peak
ENSG00000009844	high_expression	flat	cluster_1	downregulation	downregulation	no	0	ns	15.3421	0.730772692273	0.877627581915163	-0.590567819319074	0.0431966604671618	0.244301408840315	NA	NA	NA	no_peak
ENSG00000009954	downregulation	NA	NA	NA	downregulation	no	0	ns	14.2146	0.141938580614	0.262570990525895	-0.423718709206013	0.169864681515005	0.488284855107649	NA	NA	NA	no_peak
ENSG00000010017	high_expression	flat	cluster_2	upregulation	upregulation	no	0	ns	7.127	9.999900001e-06	2.31655684598556e-05	-0.058524079245658	0.856631597656503	0.949031879510632	NA	NA	NA	no_peak
ENSG00000010165	high_expression	flat	cluster_1	downregulation	downregulation	no	0	ns	6.3371	9.999900001e-06	2.31655684598556e-05	0.279212993677644	0.37947041876882	0.705216770001846	NA	NA	NA	no_peak
ENSG00000010219	variable	variable	cluster_3	bending	bending	yes	0.15352365741665	significant	3.4848	9.999900001e-06	2.31655684598556e-05	0.847235867752045	0.000504027542897706	0.0151397037229948	0.834065768964374	0.00074453305588642	0.00908327100784458	positively_correlated
ENSG00000010244	high_expression	flat	cluster_1	downregulation	downregulation	no	0	ns	11.8328	0.566644333557	0.704790253586715	-0.036515830263839	0.910296397800182	0.968278909956004	NA	NA	NA	no_peak
ENSG00000010256	high_expression	flat	cluster_2	upregulation	upregulation	no	0	ns	14.7163	0.183258167418	0.315054770137698	0.198714894263286	0.535824345606428	0.811579084374609	NA	NA	NA	no_peak
ENSG00000010270	high_expression	flat	cluster_2	upregulation	upregulation	no	0	ns	6.7922	9.999900001e-06	2.31655684598556e-05	0.292669797108848	0.355928094835753	0.687676058921402	NA	NA	NA	no_peak
ENSG00000010278	variable	variable	cluster_3	bending	bending	no	0	ns	10.058	0.0143598564014	0.0316390242690187	-0.453961828371828	0.138227764842374	0.444680427663142	NA	NA	NA	no_peak
ENSG00000010292	downregulation	NA	NA	NA	downregulation	no	0	significant	1.7061	1.9999800002e-05	4.56455310233466e-05	0.871057643916315	0.000225184240847261	0.00899030087656544	NA	NA	NA	no_peak
ENSG00000010295	variable	variable	cluster_2	upregulation	upregulation	no	0	ns	16.795	1	1	-0.432524622603892	0.160222947156127	0.474515522966078	NA	NA	NA	no_peak
ENSG00000010322	variable	variable	cluster_2	upregulation	upregulation	no	0	ns	15.4384	0.289097109029	0.421402910652959	-0.651062402192239	0.0218403333973524	0.168584671652326	NA	NA	NA	no_peak
ENSG00000010327	upregulation	NA	NA	NA	upregulation	no	0	ns	13.4761	0.345366546335	0.477147235418898	-0.128585757220106	0.690431675059623	0.888431405462046	NA	NA	NA	no_peak
ENSG00000010361	variable	variable	cluster_3	bending	bending	no	0	ns	11.2861	0.211337886621	0.343868908642812	-0.393397223982251	0.205809059940394	0.534911211242559	NA	NA	NA	no_peak
ENSG00000010539	moderate_expression	flat	cluster_3	bending	bending	no	0	ns	10.9416	0.194088059119	0.326292420226819	-0.0860724776159788	0.790259450212339	0.924025104285142	NA	NA	NA	no_peak
ENSG00000010610	upregulation	NA	NA	NA	upregulation	yes	6.21451419988317	significant	16.8697	0.840571594284	0.989488358455552	-0.871041602663849	0.000225318014487488	0.00899030087656544	-0.963416249010222	4.85316996022656e-07	0.000157242706711341	negatively_correlated
ENSG00000010803	downregulation	NA	NA	NA	downregulation	no	0	ns	14.0814	0.430195698043	0.564953250090856	-0.648851794962782	0.0224456631613644	0.17079147870412	NA	NA	NA	no_peak
ENSG00000010810	downregulation	NA	NA	NA	downregulation	no	0	ns	11.8893	0.138358616414	0.257575697223835	-0.0762664621661317	0.813760997988019	0.932712984810791	NA	NA	NA	no_peak
ENSG00000010818	variable	variable	cluster_1	downregulation	downregulation	no	0	significant	12.3708	0.417685823142	0.551504824102542	0.060871580880998	0.850936467713032	0.947059460318973	NA	NA	NA	no_peak
ENSG00000011028	upregulation	NA	NA	NA	upregulation	no	0	ns	9.9585	9.999900001e-06	2.31655684598556e-05	0.338394553360473	0.281974905966281	0.625570884052441	NA	NA	NA	no_peak
ENSG00000011052	peaking	H012	NA	NA	peaking	no	0	ns	8.0948	9.999900001e-06	2.31655684598556e-05	0.126829164626989	0.694479350380196	0.890301213243154	NA	NA	NA	no_peak
