H000	H003	H006	H009	H012	H018	H024	H036	H048	H072	H120	H168
ENSG00000000005	0.61	3.26	2.59	1.88	2.22	3.36	1.9	1.51	1.37	2.75	5.11	8.61
ENSG00000000419	0.19	0.23	0.26	0.25	0.25	0.22	0.25	0.18	0.27	0.27	0.32	0.22
ENSG00000000457	0.23	0.27	0.16	0.18	0.16	0.15	0.2	0.24	0.19	0.27	0.36	0.22
ENSG00000000460	0.21	0.2	0.18	0.19	0.19	0.17	0.19	0.14	0.2	0.18	0.19	0.22
ENSG00000000938	7.65	6.65	10.08	8.48	6.85	7.41	4.5	5.11	2.7	0.28	0.18	0.18
ENSG00000000971	0.17	0.34	0.26	0.18	0.23	0.22	0.25	0.21	0.27	0.25	0.37	0.54
ENSG00000001036	5.31	5.71	8.67	5.01	6.5	4.28	6.42	6.39	8.36	5.94	4.62	4.22
ENSG00000001084	0.37	0.42	0.27	0.35	0.36	0.29	0.35	0.4	0.34	0.41	0.38	0.52
ENSG00000001167	0.08	0.16	0.06	0.07	0.12	0.08	0.11	0.12	0.08	0.06	0.08	0.09
ENSG00000001461	5.84	8.62	7.69	7.14	5.46	8.06	9.95	6.39	7.71	8.08	4.69	4.49
ENSG00000001497	4.12	5.09	4.29	3.4	4.27	4.06	3.69	3.37	4.78	3.33	3.38	3.78
ENSG00000001617	4.1	5.69	3.19	3.91	4.78	4.14	4.16	4.43	3.53	5.75	9.89	19.37
ENSG00000001629	0.21	0.3	0.24	0.33	0.28	0.38	0.32	0.28	0.25	0.28	0.32	0.25
ENSG00000001630	0.18	0.31	0.3	0.29	0.24	0.21	0.33	0.34	0.22	0.27	0.44	0.27
ENSG00000001631	0.2	0.26	0.37	0.28	0.21	0.29	0.29	0.33	0.21	0.25	0.26	0.3
ENSG00000002016	0.25	0.18	0.29	0.23	0.26	0.17	0.21	0.19	0.22	0.29	0.19	0.18
ENSG00000002330	0.18	0.3	0.2	0.21	0.17	0.14	0.2	0.23	0.15	0.19	0.18	0.12
ENSG00000002549	0.54	0.39	0.33	0.26	0.21	0.29	0.27	0.28	0.31	0.25	0.27	0.21
ENSG00000002586	0.31	0.25	0.3	0.35	0.4	0.17	0.36	0.27	0.33	0.31	0.28	0.26
ENSG00000002745	24.43	27.29	25.98	31.13	30.32	30.34	31.8	36.05	35.57	40.55	41.77	44.02
ENSG00000002822	0.63	0.33	0.42	0.38	0.4	0.35	0.6	0.86	2.24	3.62	8.28	7.67
ENSG00000002834	0.21	0.27	0.24	0.27	0.27	0.34	0.28	0.22	0.26	0.33	0.19	0.2
ENSG00000002919	0.26	0.26	0.3	0.22	0.28	0.29	0.26	0.39	0.32	0.3	0.21	0.2
ENSG00000003056	0.32	0.26	0.24	0.33	0.34	0.35	0.24	0.33	0.2	0.25	0.31	0.29
ENSG00000003147	10.09	10.22	9.7	10.18	7.95	13.65	10.97	9.15	6.46	7.7	5.03	4.27
ENSG00000003393	0.26	0.47	0.28	0.38	0.32	0.45	0.39	0.4	0.35	0.36	0.34	0.3
ENSG00000003400	5.3	6.74	4.97	5.42	6.41	5.8	7.59	6.34	5.16	6.92	4.68	1.19
ENSG00000003402	0.3	0.45	0.32	0.33	0.26	0.21	0.21	0.25	0.29	0.26	0.25	0.22
ENSG00000003509	0.25	0.35	0.22	0.24	0.32	0.26	0.37	0.22	0.25	0.23	0.32	0.34
ENSG00000003756	0.31	0.34	0.43	0.35	0.33	0.42	0.35	0.32	0.34	0.4	0.36	0.37
ENSG00000003989	0.55	0.84	0.98	2.79	2.56	1.46	0.53	0.63	1.82	0.54	0.65	3.35
ENSG00000004059	0.25	0.15	0.31	0.18	0.32	0.2	0.16	0.17	0.26	0.18	0.19	0.14
ENSG00000004139	12.73	7.54	11.5	9.84	9.61	9.2	10.16	11.01	9.82	9.29	5.15	5.85
ENSG00000004142	0.22	0.23	0.15	0.16	0.21	0.17	0.14	0.14	0.18	0.13	0.14	0.16
ENSG00000004399	0.31	0.31	0.23	0.32	0.3	0.34	0.25	0.29	0.26	0.36	0.26	0.27
ENSG00000004455	7.36	9	11.93	10.34	9.95	8.75	9.63	10.43	13.2	10.8	12.59	16.12
ENSG00000004468	0.31	0.35	0.42	0.34	0.39	0.24	0.24	0.32	0.33	3.26	5.64	4.99
ENSG00000004478	9.4	9.26	9.86	14.94	10.65	12.03	11.06	13.59	14.49	8.7	7.64	5.66
ENSG00000004487	0.23	0.37	0.25	0.28	0.27	0.34	0.27	0.29	0.29	0.36	0.27	0.38
ENSG00000004534	0.37	0.27	0.28	0.3	0.32	0.39	0.39	0.4	0.34	0.27	0.28	0.33
ENSG00000004700	0.17	0.19	0.19	0.14	0.17	0.18	0.09	0.19	0.08	0.11	0.21	0.14
ENSG00000004766	0.28	0.37	0.36	0.28	0.34	0.52	0.38	0.34	0.37	0.27	0.4	0.54
ENSG00000004777	0.32	0.21	0.22	0.25	0.19	0.38	0.28	0.21	0.27	0.19	0.19	0.23
ENSG00000004779	0.32	0.18	0.4	0.27	0.26	0.22	0.34	0.21	0.3	0.38	0.23	0.21
ENSG00000004809	0.21	0.26	0.21	0.2	0.19	0.2	0.25	0.25	0.43	0.2	0.38	0.4
ENSG00000004864	0.24	0.39	0.29	0.28	0.39	0.38	0.48	0.36	0.29	0.35	0.36	0.3
ENSG00000004866	0.65	1	1.03	2.03	0.77	1.43	3.83	2.46	1.99	0.58	0.67	0.75
ENSG00000004897	0.23	0.3	0.29	0.33	0.3	0.32	0.63	2.45	2.87	6.6	11.22	9.44
ENSG00000004961	4.95	6.08	5.05	4.92	3.51	3.65	5.66	6.24	5.6	5.61	3.67	4.48
ENSG00000004975	0.29	0.23	0.19	0.3	0.3	0.34	0.28	0.28	0.27	0.3	0.18	0.2
ENSG00000005007	0.58	0.29	0.34	0.38	0.38	0.4	0.35	0.36	0.44	0.33	0.22	0.33
ENSG00000005022	0.26	0.26	0.29	0.27	0.71	0.2	0.23	0.26	0.35	0.36	0.39	0.29
ENSG00000005059	5.54	4.18	4.39	3.53	4.81	4.92	4.23	3.89	1.7	0.67	0.26	0.26
ENSG00000005073	121.93	123.38	117.99	118.74	120.44	121.56	116.77	116.77	118.48	122.74	123.9	116.77
ENSG00000005075	0.03	0.02	0.03	0.02	0.03	0.03	0.03	0.02	0.03	0.02	0.02	0.03
ENSG00000005100	0.24	0.23	0.24	0.2	0.26	0.22	0.25	0.35	0.16	0.19	0.29	0.24
ENSG00000005156	0.36	0.3	0.32	0.26	0.4	0.35	0.33	0.31	0.31	0.27	0.25	0.27
ENSG00000005175	0.24	0.25	0.26	0.29	0.15	0.33	0.35	0.25	0.25	0.21	0.26	0.33
ENSG00000005194	0.33	0.36	0.33	0.3	0.39	0.35	0.35	0.35	0.42	0.33	0.27	0.29
ENSG00000005206	0.28	0.28	0.23	0.27	0.26	0.3	0.26	0.29	0.45	0.33	2.39	0.63
ENSG00000005238	0.2	0.15	0.15	0.17	0.14	0.19	0.16	0.14	0.13	0.22	0.13	0.17
ENSG00000005249	10.86	18.23	12.67	13.57	13.58	15.79	14.71	11.6	8.11	5.75	8.52	9.71
ENSG00000005302	11.64	16.49	11.58	11.57	14.8	9.76	15.51	13.44	13.46	11.12	11.78	10.66
ENSG00000005339	0.36	0.39	0.31	0.36	0.42	0.42	0.36	0.46	0.28	0.4	0.32	0.39
ENSG00000005379	3.3	0.32	0.51	1.08	0.86	0.54	0.44	1.4	3.1	3.33	5.6	6.29
ENSG00000005381	0.33	0.3	0.29	0.24	0.29	0.19	0.21	0.25	0.28	0.21	0.19	0.22
ENSG00000005436	0.25	0.4	0.31	0.27	0.31	0.95	0.27	0.33	0.29	0.21	0.4	0.36
ENSG00000005448	3.68	4.58	4.6	3.6	4.16	4.32	3.39	2.31	3.81	0.58	0.31	0.29
ENSG00000005469	1.87	0.73	0.53	1.68	2.22	0.3	0.49	0.51	0.4	0.46	0.32	0.35
ENSG00000005471	0.3	0.92	0.32	0.38	0.33	0.23	0.24	0.36	0.37	0.49	1.82	6.1
