H000	H003	H006	H009	H012	H018	H024	H036	H048	H072	H120	H168
ENSG00000000005	0.27	0.31	0.46	0.31	0.52	0.38	0.62	0.31	0.3	0.33	0.6	1.42
ENSG00000000419	0.19	0.49	0.31	1.76	0.64	0.46	0.41	0.28	0.35	0.26	0.18	0.22
ENSG00000000457	0.09	0.09	0.13	0.07	0.09	0.08	0.17	0.1	0.04	0.05	0.13	0.15
ENSG00000000460	3.71	3.65	3.61	2.22	1.45	5.03	3.69	0.91	3.84	2.45	2.45	1.19
ENSG00000000938	0.09	0.04	0.07	0.05	0.1	0.06	0.03	0.07	0.07	0.05	0.03	0.05
ENSG00000000971	0.06	0.1	0.03	0.06	0.11	0.09	0.08	0.06	0.08	0.07	0.15	0.13
ENSG00000001036	0.14	0.09	0.22	0.12	0.13	0.13	0.13	0.17	0.21	0.14	0.14	0.17
ENSG00000001084	0.09	0.4	0.32	0.21	0.24	0.2	0.32	0.28	0.22	0.17	0.39	0.28
ENSG00000001167	0.04	0.03	0.05	0.03	0.07	0.06	0.03	0.05	0.04	0.02	0.06	0.09
ENSG00000001461	0.27	0.16	0.12	0.14	0.16	0.06	0.16	0.16	0.24	0.13	0.08	0.17
ENSG00000001497	0.18	0.24	0.21	0.28	0.31	0.22	0.24	0.2	0.2	0.31	0.26	0.39
ENSG00000001617	0.08	0.05	0.09	0.05	0.06	0.06	0.09	0.08	0.05	0.06	0.07	0.03
ENSG00000001629	0.04	0.07	0.04	0.06	0.03	0.06	0.05	0.05	0.06	0.06	0.12	0.06
ENSG00000001630	0.17	0.1	0.13	0.12	0.12	0.12	0.12	0.06	0.15	0.13	0.14	0.11
ENSG00000001631	0.1	0.14	0.11	0.07	0.11	0.16	0.07	0.15	0.1	0.11	0.1	0.11
ENSG00000002016	0.12	0.11	0.06	0.1	0.07	0.06	0.04	0.1	0.06	0.04	0.09	0.07
ENSG00000002330	0.06	0.03	0.07	0.06	0.07	0.05	0.07	0.04	0.04	0.06	0.05	0.06
ENSG00000002549	0.1	0.13	0.09	0.08	0.1	0.09	0.12	0.08	0.12	0.16	0.06	0.07
ENSG00000002586	0.09	0.14	0.07	0.16	0.08	0.07	0.12	0.11	0.11	0.11	0.12	0.18
ENSG00000002745	0.27	0.32	0.17	0.1	0.11	0.05	0.11	0.1	0.06	0.09	0.11	0.17
ENSG00000002822	0.06	0.07	0.11	0.11	0.04	0.07	0.08	0.11	0.13	0.11	0.06	0.06
ENSG00000002834	0.09	0.06	0.08	0.08	0.07	0.08	0.04	0.08	0.08	0.06	0.05	0.06
ENSG00000002919	0.21	0.12	0.12	0.1	0.09	0.14	0.1	0.12	0.09	0.11	0.09	0.1
ENSG00000003056	8.51	8.85	8.47	8.23	8.31	7.65	11.39	8.06	8.06	8.29	7.11	8.35
ENSG00000003147	0.19	0.39	0.32	0.25	0.28	0.18	0.3	1.98	0.29	0.37	0.41	0.67
ENSG00000003393	0.12	0.1	0.05	0.1	0.1	0.12	0.14	0.11	0.12	0.09	0.08	0.13
