H000	H003	H006	H009	H012	H018	H024	H036	H048	H072	H120	H168	tHMM_pf
Peak665166	2	2	2	2	2	2	2	1	1	1	1	1	7
Peak665167	2	2	2	2	2	2	2	1	1	2	1	1	7
Peak66523	2	2	2	2	2	2	2	4	4	4	4	4	2
Peak665309	2	2	2	2	2	2	2	2	1	1	1	1	7
Peak665310	2	2	2	2	2	2	2	1	1	1	1	1	7
Peak665323	1	1	1	1	1	2	2	2	2	1	1	1	1
Peak66542	4	4	4	4	4	4	4	4	4	2	4	4	3
Peak665493	1	1	1	1	1	1	1	1	1	2	2	2	5
Peak665584	1	1	1	2	2	2	2	4	4	4	4	4	2
Peak665589	1	2	1	1	2	2	2	2	2	2	4	2	1
Peak665627	1	1	1	1	1	1	1	2	2	2	2	2	5
Peak665628	1	1	1	1	1	1	1	2	2	2	4	2	5
Peak66563	3	6	6	6	6	6	6	6	6	6	6	6	4
Peak665645	1	1	1	1	1	1	1	2	2	2	4	4	1
Peak665646	1	1	1	1	1	1	1	1	2	2	4	2	5
Peak665769	1	1	1	2	2	2	2	2	2	4	4	2	1
Peak665788	1	2	2	2	2	2	2	4	4	4	4	4	2
Peak665799	1	2	4	4	4	4	4	5	5	5	5	5	3
Peak665807	1	1	1	1	1	1	1	2	4	4	4	4	1
Peak665821	1	1	1	1	1	1	1	1	1	2	2	2	5
Peak665980	1	1	1	1	1	1	1	1	1	2	2	2	5
Peak665981	1	1	1	1	1	1	1	1	1	2	2	2	5
Peak666043	2	2	2	2	2	2	2	1	1	1	1	1	7
Peak666053	4	4	4	4	4	4	4	2	2	2	2	2	4
Peak666054	4	4	4	4	4	4	4	2	2	2	2	2	4
Peak666057	4	2	2	2	2	2	2	2	2	2	2	2	4
Peak66609	5	5	5	5	5	5	5	5	5	5	6	6	6
Peak666103	2	2	2	2	2	2	2	1	1	2	2	2	7
Peak666139	2	4	2	2	2	2	2	2	2	2	2	2	4
Peak666153	4	4	4	4	4	4	4	2	2	2	2	2	4
Peak666163	2	2	2	2	2	2	2	1	1	1	1	1	7
Peak666164	2	2	2	2	2	2	2	1	1	1	1	2	7
Peak666207	2	2	2	2	2	1	2	2	2	2	2	1	7
Peak666365	1	1	1	1	1	1	2	2	2	4	4	4	1
Peak666391	1	1	1	1	1	1	2	2	2	2	2	2	5
Peak666672	1	1	1	1	1	1	1	1	1	2	4	4	5
Peak666673	1	1	1	1	1	1	1	1	1	2	2	4	5
Peak666758	1	2	2	2	2	2	2	2	2	2	2	2	7
Peak666783	1	1	1	1	1	2	1	1	1	1	1	1	5
Peak666800	2	2	2	2	2	2	2	2	2	2	4	4	7
Peak666801	2	2	2	2	2	2	2	2	2	2	4	4	7
Peak666825	1	1	1	1	1	1	1	1	2	2	2	2	5
Peak66687	1	1	2	2	2	2	4	4	4	5	5	5	2
Peak666882	2	2	2	2	4	2	2	2	2	2	2	2	7
Peak666899	1	2	1	2	2	2	1	1	1	1	1	1	7
Peak666910	1	1	1	1	2	2	2	2	2	4	4	4	1
Peak666916	2	4	4	4	4	4	4	4	4	5	5	5	3
Peak666921	2	2	2	2	2	4	4	4	4	4	4	4	2
Peak666922	2	2	2	2	2	4	4	4	4	4	4	4	2
Peak666963	1	1	1	1	1	1	1	1	1	2	2	2	5
Peak666964	1	1	1	1	1	1	1	1	2	2	2	2	5
Peak666978	4	4	4	4	4	4	4	4	4	4	4	2	3
Peak666979	4	4	4	4	4	4	4	4	4	4	4	2	3
Peak667009	4	5	4	4	4	4	4	2	2	2	1	1	3
Peak667011	4	4	4	4	4	4	4	2	2	2	2	2	3
Peak667015	2	4	4	4	4	4	4	4	4	4	2	2	3
Peak667016	2	4	4	4	4	4	4	4	4	2	2	2	3
Peak667126	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak667127	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak667129	4	5	5	5	4	4	4	4	4	4	4	4	3
Peak667151	3	3	3	3	3	3	3	3	3	3	3	6	2
Peak667152	3	3	3	3	3	3	3	3	3	3	3	6	7
Peak667153	3	3	3	3	3	3	3	3	3	3	6	6	3
Peak667154	3	3	3	3	3	3	3	3	3	3	3	6	6
Peak667172	5	5	5	5	5	5	5	5	5	6	6	6	6
Peak667173	5	5	5	5	5	5	5	6	6	6	6	6	6
Peak667174	5	5	5	5	5	5	5	5	6	6	6	6	6
Peak667182	1	1	1	1	1	1	1	1	2	2	4	4	5
Peak667188	4	2	2	2	2	2	2	4	4	4	4	4	2
Peak667211	1	1	1	1	1	1	1	4	5	5	5	5	5
Peak667213	1	1	1	1	1	1	1	4	5	5	5	5	5
Peak667214	1	1	1	1	1	1	1	4	5	5	5	5	5
Peak667217	1	1	1	1	1	1	1	2	4	5	5	5	5
Peak667228	1	1	1	1	1	2	2	2	2	2	4	4	1
Peak66724	3	3	5	5	5	5	5	5	5	5	5	5	6
Peak66725	3	3	5	5	5	5	5	5	5	5	5	5	6
Peak667264	4	4	4	4	4	4	4	4	4	5	5	5	3
Peak667265	4	4	4	4	4	4	4	4	5	5	5	5	3
Peak667301	2	2	2	2	2	2	2	2	2	4	4	4	2
Peak667302	2	2	2	2	2	2	2	2	2	4	4	4	7
Peak667326	5	5	5	5	5	5	5	4	4	4	4	4	6
Peak667356	4	4	4	4	4	2	2	2	2	2	2	2	4
Peak667360	1	1	1	1	1	1	1	2	2	2	2	2	5
Peak667369	1	2	2	2	2	2	4	4	4	2	2	2	2
Peak667377	2	4	4	4	4	4	4	4	4	4	4	4	3
Peak667390	1	1	1	1	1	1	1	1	2	2	2	2	5
Peak667402	1	1	1	2	2	2	4	4	4	4	2	2	2
Peak667404	2	2	2	2	2	2	4	4	4	4	4	2	2
Peak667405	2	2	2	2	2	2	4	4	4	4	2	2	2
Peak667465	3	3	3	3	3	3	6	6	6	6	6	6	2
Peak667531	1	1	1	1	1	1	1	1	1	1	2	2	5
Peak667532	1	1	1	1	1	1	1	1	1	1	2	2	5
Peak667562	1	1	1	1	1	1	1	2	2	2	2	2	5
Peak667636	2	2	2	2	2	2	2	2	2	2	3	2	7
Peak667660	1	1	1	1	1	1	1	1	1	1	2	2	5
Peak667661	1	1	1	1	1	1	1	1	1	2	2	4	5
Peak66776	4	4	4	4	4	4	4	4	4	4	2	2	3
Peak66777	4	4	4	4	4	4	4	4	4	4	2	2	3
Peak66778	4	4	4	4	4	4	4	4	4	4	2	2	3
Peak667898	1	2	4	4	4	4	4	4	4	4	2	2	3
Peak667914	2	2	2	2	2	2	4	4	4	4	2	2	2
Peak667940	3	3	3	3	3	5	5	5	5	5	5	5	6
Peak667941	3	3	3	3	3	3	3	5	5	5	5	5	6
Peak667942	3	3	3	3	3	3	3	3	3	5	5	5	6
Peak667943	3	3	3	3	3	3	3	3	3	5	5	5	6
Peak668015	1	1	1	1	1	1	1	1	1	2	2	2	5
Peak668041	4	4	4	4	4	4	5	5	5	5	5	5	3
Peak668042	4	4	4	5	5	5	5	5	5	5	5	5	6
Peak668071	5	5	5	4	4	4	4	4	4	2	2	2	3
Peak668072	5	5	5	5	5	4	4	4	4	2	2	2	3
Peak668073	5	5	5	5	5	4	4	4	4	4	4	2	3
Peak66808	4	4	4	4	4	4	4	4	4	4	4	2	3
Peak668100	5	5	5	5	5	5	5	5	5	5	4	4	6
Peak668237	4	4	4	4	4	4	4	4	5	5	5	5	3
Peak668290	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak668329	4	4	4	4	4	4	4	4	4	5	5	4	3
Peak668356	4	4	4	4	4	4	4	4	4	4	4	2	3
Peak668444	2	2	2	2	2	4	4	2	2	2	2	2	7
Peak668461	4	5	4	4	4	4	4	4	4	4	4	4	3
Peak668462	4	5	4	4	4	4	4	4	4	4	4	4	3
Peak66848	2	2	2	2	2	4	4	4	4	2	2	2	2
Peak668528	4	4	4	4	4	2	2	2	2	2	2	2	4
Peak668539	2	2	2	2	2	2	2	4	4	4	4	4	2
Peak668540	2	2	2	2	2	2	2	2	4	4	2	2	7
Peak668616	1	1	1	1	1	1	1	1	2	2	4	4	5
Peak668623	2	2	2	2	4	4	4	4	4	4	4	4	2
Peak668624	2	2	2	2	2	4	4	4	4	4	4	4	2
Peak668653	3	3	3	3	3	6	6	3	3	3	3	6	7
Peak668720	2	2	2	2	4	4	4	2	2	2	2	2	7
Peak668731	4	5	5	5	5	5	5	5	5	5	5	5	6
Peak668751	3	5	5	5	5	5	5	5	5	5	5	5	6
Peak668829	4	5	5	5	5	4	4	4	4	4	2	2	3
Peak668830	4	4	5	5	4	4	4	4	4	4	2	2	3
Peak669098	1	1	2	2	4	4	5	5	5	5	5	5	6
Peak669203	4	4	4	4	4	4	4	4	4	4	4	2	3
Peak669336	5	5	5	5	6	6	6	6	6	6	6	6	6
Peak669351	6	6	6	3	6	6	6	6	6	6	6	6	7
Peak669352	6	6	6	3	3	6	6	6	6	6	6	6	2
Peak669353	6	6	6	3	3	6	6	6	6	6	6	6	2
Peak669354	6	6	6	3	3	6	6	6	6	6	6	6	2
Peak669425	4	5	5	5	5	5	5	4	4	4	2	2	3
Peak669426	4	5	5	5	5	5	4	4	4	4	2	2	3
Peak669427	4	5	5	5	5	4	4	4	4	2	2	2	3
Peak669440	4	4	4	4	4	4	4	4	4	2	2	2	3
Peak669441	4	4	4	4	4	4	4	4	4	2	2	2	3
Peak669474	5	5	5	5	5	5	5	4	4	2	2	2	6
Peak669475	5	5	5	5	5	5	5	4	4	4	2	2	6
Peak669537	4	4	4	4	4	2	2	2	2	2	2	2	4
Peak669557	5	4	4	4	4	4	4	4	4	4	4	4	3
Peak669558	5	4	4	4	4	5	5	5	5	4	4	4	6
Peak669587	5	5	5	5	5	5	5	5	5	4	4	2	6
Peak669588	6	5	5	5	5	5	5	5	5	5	4	4	6
Peak669589	6	6	5	5	5	5	5	5	5	5	4	4	6
Peak669713	4	4	4	4	4	4	5	5	5	5	5	5	3
Peak669714	2	4	4	4	4	4	4	5	5	5	5	5	3
Peak669752	2	2	2	2	2	2	2	4	4	4	4	4	2
Peak669753	2	2	2	2	2	2	2	4	4	4	4	4	2
Peak66979	2	4	4	4	4	4	4	4	2	2	2	2	3
Peak669915	4	4	4	4	4	4	4	4	4	4	4	5	3
Peak669972	5	4	4	5	4	4	4	4	5	5	5	5	3
Peak669973	4	4	4	4	4	4	4	4	5	5	5	5	3
Peak669982	2	2	2	2	2	2	2	2	2	4	4	4	7
Peak669983	2	2	2	2	2	2	2	2	2	4	4	4	7
Peak670137	2	2	2	4	4	4	4	4	4	4	4	4	2
Peak670138	2	2	4	4	4	4	4	4	4	5	4	4	3
Peak67041	2	2	2	2	2	2	2	2	2	4	4	4	7
Peak670535	2	1	1	1	1	1	1	1	1	1	1	1	5
Peak670556	4	5	5	5	5	4	4	4	4	4	4	4	6
Peak670557	4	5	5	5	4	4	4	4	4	4	4	4	3
Peak670676	4	4	4	4	4	4	4	4	5	5	4	4	3
Peak670709	5	5	5	5	5	5	4	4	4	4	4	4	6
Peak670725	5	5	5	5	5	5	5	5	4	4	4	4	6
Peak670726	5	5	5	5	5	5	5	5	4	4	4	4	6
Peak670765	6	6	6	6	6	5	5	5	5	5	5	5	6
Peak670771	5	5	5	5	5	5	5	5	5	6	6	6	6
Peak670774	5	5	5	5	5	5	5	5	5	4	3	3	6
Peak670823	4	4	4	4	4	4	4	4	4	5	5	5	3
Peak671085	4	4	4	4	4	4	4	4	4	4	2	2	3
Peak67129	2	4	4	4	4	4	4	4	4	4	4	4	3
Peak671532	1	1	2	2	4	4	4	5	5	5	5	4	6
Peak671533	1	1	2	2	4	4	5	5	5	5	5	5	6
Peak671542	1	1	1	1	1	2	2	4	4	4	4	4	1
Peak671665	2	2	2	2	2	4	4	4	4	4	4	2	2
Peak671675	3	3	3	3	3	3	3	3	3	3	3	6	1
Peak671676	3	3	3	3	3	3	3	3	3	3	6	6	4
Peak671698	2	2	2	2	2	4	4	4	4	4	4	4	2
Peak671711	4	4	4	4	4	4	4	4	4	4	4	2	3
Peak671723	5	5	5	5	5	4	4	4	4	4	4	4	6
Peak671724	5	4	4	4	4	4	4	4	4	2	4	4	3
Peak671805	4	4	4	4	5	5	5	5	5	4	4	4	6
Peak671806	4	5	5	5	5	5	5	5	5	5	4	4	6
Peak671807	4	5	5	5	5	5	5	5	5	5	4	4	6
Peak671823	2	4	4	5	5	5	5	5	5	4	4	2	6
Peak671824	2	4	4	5	5	5	5	5	5	4	4	4	6
Peak671825	2	4	4	5	5	5	5	5	5	4	4	4	6
Peak671826	2	4	4	4	5	5	5	5	4	4	4	4	6
Peak671868	2	2	2	2	4	4	4	4	4	4	4	4	2
Peak671869	2	2	2	2	2	4	4	4	4	4	4	4	2
Peak671897	4	4	5	5	5	5	5	5	5	5	5	5	6
Peak671900	4	4	5	5	5	5	5	5	5	5	5	5	6
Peak671901	3	3	3	3	3	5	5	5	5	5	5	5	6
Peak671914	2	4	4	4	4	4	4	5	5	5	5	5	3
Peak671920	4	4	4	5	5	5	5	5	5	5	5	5	6
Peak671926	4	5	5	5	5	5	5	5	5	5	5	5	6
Peak671943	4	2	2	2	4	4	4	4	4	4	4	4	2
Peak671978	4	4	4	4	4	4	4	4	4	4	2	2	3
Peak671979	4	4	4	4	4	4	4	4	4	4	4	2	3
Peak672022	2	4	5	5	5	5	5	5	5	4	4	4	6
Peak672023	2	4	5	5	5	5	5	5	5	4	4	4	6
Peak672046	3	3	3	3	3	3	3	3	3	3	6	6	5
Peak672047	3	3	3	3	3	3	3	3	3	3	6	6	1
Peak672066	1	2	1	2	2	2	2	2	4	4	4	4	1
Peak672067	2	2	2	2	2	2	2	2	4	4	4	5	2
Peak672076	2	4	2	2	2	4	4	4	4	5	5	5	2
Peak672080	2	2	2	2	2	4	4	4	4	4	4	4	2
Peak672088	2	2	4	4	4	4	4	4	4	4	4	4	3
Peak672132	1	1	1	1	1	1	2	2	2	4	4	2	1
Peak672260	4	4	4	4	4	4	2	2	2	2	2	2	4
Peak672261	4	4	4	4	4	4	2	2	2	2	2	2	4
Peak672409	5	5	5	4	4	4	4	4	4	4	2	2	3
Peak672410	5	5	5	5	4	4	4	4	4	4	4	4	6
Peak672443	4	4	4	4	4	4	4	4	4	4	4	5	3
Peak672496	4	5	5	5	5	5	5	5	5	5	5	5	6
Peak672551	2	4	4	4	4	4	4	4	4	4	4	4	3
Peak672609	1	1	1	1	1	1	1	1	2	2	1	1	5
Peak672699	2	4	4	4	4	4	4	4	2	2	1	1	3
Peak67274	1	1	1	1	1	2	2	2	4	2	2	2	5
Peak672924	2	2	2	1	1	2	2	2	2	4	4	4	1
Peak673105	4	4	4	4	2	2	2	2	2	2	1	1	4
Peak673106	4	4	4	4	4	2	2	2	2	2	1	1	4
Peak673280	2	2	2	2	2	2	1	2	2	2	2	2	7
Peak673314	5	5	5	5	5	5	5	5	5	5	4	4	6
Peak673315	5	5	5	5	5	5	5	5	5	5	5	4	6
Peak673331	5	5	5	5	5	5	5	5	4	4	4	4	6
Peak673332	5	4	4	5	5	5	5	5	4	4	4	4	6
Peak673363	2	2	3	3	3	3	2	2	2	2	1	2	7
Peak673437	3	3	3	3	3	3	3	3	3	5	5	5	6
Peak673574	5	5	5	5	5	5	5	5	5	6	6	6	6
Peak673577	3	3	3	3	3	3	3	6	6	6	6	6	7
Peak673749	2	2	2	2	2	2	2	2	4	5	5	4	7
Peak673750	2	2	2	2	2	2	2	2	4	5	5	4	2
Peak673759	2	4	4	4	2	2	2	2	4	4	4	4	2
Peak673845	2	4	4	4	4	4	5	5	5	5	5	5	3
Peak673850	1	2	4	4	4	4	4	5	5	5	5	5	3
Peak674149	2	4	4	4	4	5	5	5	5	5	5	5	6
Peak674396	5	4	4	4	4	4	4	4	3	3	3	3	3
Peak674644	2	2	2	4	4	4	4	4	4	5	5	5	2
Peak674645	2	2	2	4	4	4	4	5	5	5	5	5	2
Peak674646	2	2	2	4	4	4	5	5	5	5	5	5	6
Peak674647	2	2	2	4	4	4	4	5	5	5	5	5	3
Peak674676	4	4	4	4	4	4	4	4	4	2	2	2	3
Peak674718	4	4	4	4	4	4	4	4	4	4	2	4	3
Peak674719	4	4	4	4	4	4	4	4	4	4	2	4	3
Peak674828	4	4	4	4	4	4	4	4	4	2	2	2	3
Peak674931	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak674932	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak67497	2	2	2	4	4	4	4	4	4	4	4	4	2
Peak674992	2	2	2	2	2	2	2	2	2	2	1	1	7
Peak675014	5	5	5	5	5	4	4	4	4	4	4	2	6
Peak675015	5	3	5	5	5	5	4	4	4	4	4	4	6
Peak675016	5	3	5	5	5	5	5	4	4	4	4	4	6
Peak675046	5	5	5	5	5	5	4	4	4	4	2	2	6
Peak675047	5	5	5	5	5	5	5	4	4	4	4	2	6
Peak675050	5	5	5	5	5	5	4	4	4	4	4	2	6
Peak675062	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak675063	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak675110	5	5	5	5	5	5	5	5	5	5	4	4	6
Peak675132	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak675133	5	5	5	5	5	5	5	4	4	4	4	4	6
Peak675146	6	6	6	6	6	6	6	3	3	3	5	5	6
Peak675149	6	6	6	6	6	6	6	6	6	5	5	5	6
Peak67515	1	1	1	1	1	1	1	2	2	2	4	2	5
Peak675169	5	5	5	5	5	5	5	5	5	5	5	4	6
Peak675358	4	4	4	4	4	4	4	4	4	2	2	2	3
Peak675361	5	5	5	5	5	5	5	4	4	2	2	2	6
Peak675379	6	6	6	5	5	5	5	5	5	5	4	2	6
Peak675383	6	6	6	6	6	6	6	6	6	5	5	5	6
Peak675384	6	6	6	6	6	6	6	6	6	5	5	5	6
Peak675511	5	4	4	4	4	4	4	4	2	2	2	2	3
Peak675512	5	4	4	4	4	4	4	4	2	2	2	2	3
Peak675604	4	4	4	4	4	4	4	4	2	2	1	1	3
Peak675605	4	4	4	4	4	4	4	4	2	2	1	1	3
Peak675638	6	6	6	6	6	6	6	6	6	6	6	3	3
Peak675660	4	4	4	4	4	2	2	2	2	2	1	1	4
Peak675777	4	5	5	5	5	5	5	5	5	5	4	4	6
Peak675778	4	5	5	5	5	5	5	4	4	4	4	4	6
Peak675870	2	2	4	4	4	4	4	4	4	4	4	4	3
Peak675871	2	2	2	2	4	4	4	4	4	4	4	4	2
Peak675881	2	2	4	4	3	4	4	4	4	4	4	4	2
Peak675882	2	2	4	4	4	4	4	4	4	4	4	4	3
Peak67591	1	2	4	4	5	5	5	5	5	5	5	5	6
Peak676071	5	5	5	5	3	3	3	3	3	3	3	3	6
Peak676072	6	6	6	6	6	6	6	3	3	3	3	3	3
Peak676073	6	6	6	6	6	6	6	3	3	6	6	6	2
Peak67625	4	4	4	4	5	5	5	5	5	5	4	4	6
Peak67626	4	4	5	5	5	5	5	5	5	5	5	5	6
Peak67628	2	4	4	4	5	5	5	5	5	5	5	5	6
Peak676535	5	5	5	4	4	4	4	2	2	2	2	2	4
Peak676580	4	4	4	4	4	4	4	4	4	4	2	2	3
Peak67660	1	2	2	2	2	2	4	4	4	4	4	4	2
Peak676602	2	2	2	2	2	4	4	2	2	2	2	2	7
Peak676627	2	2	2	2	3	2	2	2	3	3	3	3	7
Peak676685	4	4	4	4	2	2	2	2	4	4	4	4	4
Peak676705	5	5	5	5	4	4	4	2	2	2	2	2	3
Peak676706	5	5	5	4	4	4	4	2	2	2	2	2	4
Peak67674	2	2	2	2	4	4	4	4	5	5	5	5	2
Peak67675	2	2	2	2	4	4	4	4	5	5	5	5	2
Peak676817	4	4	4	4	4	4	4	4	4	4	2	2	3
Peak676818	4	4	4	4	4	4	4	4	4	4	2	2	3
Peak676839	4	4	4	4	2	2	4	2	2	2	2	2	4
Peak676854	1	1	1	1	1	1	2	2	2	2	2	2	5
Peak67692	2	2	4	4	4	4	4	4	4	4	4	4	3
Peak677505	4	4	4	4	4	4	4	4	2	2	2	3	3
Peak677518	5	4	4	4	4	4	4	2	2	2	2	1	4
Peak677519	4	4	4	4	4	4	2	2	2	2	1	1	4
Peak677668	2	2	2	2	2	4	4	2	2	2	2	2	7
Peak677910	1	1	1	1	1	2	2	2	4	4	5	5	1
Peak677911	1	1	2	1	1	2	2	4	4	4	5	5	1
Peak678028	4	4	4	4	4	4	4	4	2	2	2	2	3
Peak678029	2	4	4	4	4	4	4	4	2	2	2	2	3
Peak678147	4	4	4	2	2	2	2	2	2	2	2	2	4
Peak678148	4	4	4	4	4	2	2	4	4	4	2	2	3
Peak678151	4	4	4	4	4	4	4	4	4	2	2	1	3
Peak678167	4	4	4	4	4	4	4	5	5	5	5	5	3
Peak678173	4	4	4	4	4	4	4	4	2	2	2	2	3
Peak678211	1	1	1	1	1	1	1	2	2	2	2	2	5
Peak678428	4	4	4	4	4	4	4	3	3	3	3	3	3
Peak678876	4	4	4	4	4	4	4	3	3	3	3	3	3
Peak678974	5	5	5	5	5	4	4	4	4	4	2	2	3
Peak678975	5	5	5	5	5	5	5	4	4	4	2	2	6
Peak67903	1	1	1	1	1	1	1	1	1	2	2	2	5
Peak67904	1	1	1	1	1	1	1	1	1	1	2	2	5
Peak679150	4	4	4	4	4	4	2	2	2	2	2	2	4
Peak679208	4	4	4	4	4	4	4	4	4	3	3	3	3
Peak679209	5	5	5	5	5	5	5	5	5	3	3	3	6
Peak679241	5	5	5	5	4	4	4	4	4	4	2	2	3
Peak679242	5	5	5	5	5	4	4	4	4	4	2	2	3
Peak679314	4	4	4	4	4	4	4	4	4	3	2	3	3
Peak679315	4	4	4	4	4	4	4	4	4	3	2	3	3
Peak679499	6	6	6	6	3	3	3	3	3	3	3	3	3
Peak679777	4	4	4	4	4	4	4	4	4	4	4	2	3
Peak679971	5	5	5	5	5	5	5	5	5	5	6	6	6
Peak679972	5	5	5	5	5	5	5	5	5	5	6	6	6
Peak679973	5	5	5	5	5	3	5	5	5	5	6	6	6
Peak679998	5	5	5	5	5	5	5	4	4	4	4	4	6
Peak679999	5	5	5	5	5	5	5	4	4	4	4	4	6
Peak680004	4	4	5	5	5	5	5	5	4	4	4	4	6
Peak680044	2	4	4	4	4	4	4	4	4	4	4	4	3
Peak680089	2	2	2	2	2	2	2	2	4	5	5	5	7
Peak680090	2	2	2	2	2	2	2	2	4	5	5	5	7
Peak680138	3	3	3	3	3	3	6	6	6	6	6	6	6
Peak680199	4	4	4	5	5	5	5	5	4	4	4	4	6
Peak68026	1	1	1	1	1	2	1	1	1	2	2	2	5
Peak68027	1	1	1	1	1	2	1	1	1	2	2	2	5
Peak680318	4	4	4	4	4	4	2	2	2	2	2	2	4
Peak680319	4	4	4	4	4	4	2	2	2	1	1	2	4
Peak680359	4	4	4	5	5	5	5	5	5	4	4	4	6
Peak680360	4	4	4	5	5	5	5	5	5	4	4	4	6
Peak680561	4	4	4	4	4	4	4	4	4	4	2	3	3
Peak680562	4	4	4	4	4	4	4	4	4	4	2	3	3
Peak680574	4	2	2	2	4	4	4	4	4	4	2	2	3
Peak68066	2	2	2	2	2	2	2	2	2	2	1	1	7
Peak68067	2	2	2	2	2	2	2	2	2	2	2	1	7
Peak68068	2	2	2	2	2	2	2	1	1	1	1	1	7
Peak680715	4	3	4	4	4	4	4	4	3	3	3	3	3
Peak680716	4	3	4	4	4	4	4	4	4	3	3	3	3
Peak681043	4	4	4	4	4	4	4	2	2	3	3	3	3
Peak681113	2	2	2	2	2	2	2	4	4	4	4	4	2
Peak681186	5	5	4	4	4	4	4	4	4	3	3	3	3
Peak681196	5	5	5	5	5	5	4	3	3	3	3	3	6
Peak681197	5	5	5	5	5	5	4	3	3	3	3	3	6
Peak68124	2	4	4	4	4	2	2	2	2	2	1	1	4
Peak681245	6	6	5	5	6	6	6	6	6	6	6	6	6
Peak681420	4	4	4	4	4	4	4	4	4	3	3	3	3
Peak681421	4	4	4	4	5	5	4	4	4	3	3	3	3
Peak681493	5	5	5	5	5	5	5	4	4	4	2	2	6
Peak681494	5	5	5	5	5	5	5	4	4	4	2	2	6
Peak681495	5	5	5	5	5	5	5	4	4	4	2	2	6
Peak681506	4	5	5	5	4	4	4	4	4	2	2	2	3
Peak681507	4	5	4	4	4	4	4	4	2	2	2	2	3
Peak681796	5	5	5	5	5	4	4	4	4	2	2	2	3
Peak681797	5	5	5	5	5	5	5	4	4	4	4	4	6
Peak681877	3	3	3	3	3	3	3	3	3	3	5	5	4
Peak681878	3	3	3	3	3	3	5	3	3	3	5	5	6
Peak681930	2	4	4	4	4	4	4	4	4	4	4	4	3
Peak68194	1	1	1	1	1	1	1	1	1	2	2	2	5
Peak681984	5	5	5	5	5	5	4	4	4	4	4	4	6
Peak681985	5	5	5	5	5	5	5	4	4	4	4	4	6
Peak681986	5	5	5	5	5	5	5	4	4	4	4	4	6
Peak681992	6	6	6	6	6	6	6	6	6	3	3	3	5
Peak681993	6	6	6	6	6	6	6	6	6	6	5	5	5
Peak682044	6	6	5	5	5	5	5	5	5	5	5	5	6
Peak682045	5	5	5	5	5	5	5	5	5	6	6	6	6
Peak682084	4	4	5	5	5	5	5	5	4	4	4	4	6
Peak682085	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak68210	2	2	2	2	2	2	2	1	1	1	1	1	7
Peak682134	5	3	5	5	5	5	5	5	5	5	5	5	6
Peak682139	6	6	5	5	5	5	5	5	5	5	5	5	6
Peak682298	5	5	5	5	5	5	5	4	4	4	4	2	6
Peak682299	5	5	5	5	5	5	5	4	4	4	2	2	6
Peak68236	1	1	1	1	1	1	1	1	2	2	2	1	5
Peak682531	4	5	5	5	4	4	4	4	2	2	2	2	3
Peak682532	5	5	5	5	4	4	4	4	4	2	2	2	3
Peak682679	5	5	5	5	5	5	6	6	6	6	6	6	6
Peak682729	3	3	3	3	3	3	3	3	3	3	6	6	7
Peak682730	3	3	3	3	3	3	3	3	3	3	6	6	2
Peak682896	5	5	5	5	5	5	5	5	3	3	3	3	6
Peak682947	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak682948	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak682977	5	5	5	5	5	5	6	6	6	6	6	6	6
Peak682978	5	5	5	5	5	6	6	6	6	6	6	6	6
Peak682979	5	5	5	5	5	5	6	6	6	6	6	6	6
Peak682988	5	5	5	5	5	5	5	4	4	4	2	2	6
Peak682989	5	5	5	5	5	5	5	4	4	4	2	2	6
Peak682992	4	5	5	5	5	5	5	5	5	4	4	2	6
Peak682993	4	5	5	5	5	5	5	5	5	4	4	2	6
Peak683041	5	5	5	5	5	5	5	5	5	5	6	6	6
Peak683541	4	4	4	4	4	4	4	4	4	2	2	2	3
Peak68360	1	1	1	1	1	1	1	1	2	2	2	2	5
Peak683729	4	4	4	4	4	4	4	4	3	5	5	4	3
Peak683730	3	3	3	3	4	4	5	5	3	5	5	5	6
Peak683833	4	5	5	5	5	5	5	5	5	5	5	5	6
Peak683834	4	5	5	5	5	5	5	5	5	5	5	5	6
Peak68394	2	2	2	2	2	2	2	2	2	1	1	1	7
Peak68395	2	2	2	2	2	2	2	2	1	1	1	1	7
Peak68429	1	1	1	1	1	1	1	1	2	4	4	4	1
Peak68430	1	1	1	1	1	1	1	1	2	4	4	4	1
Peak684403	3	4	4	4	4	4	4	4	4	4	4	4	3
Peak684408	6	6	6	6	3	3	3	3	3	3	6	6	2
Peak684468	5	5	5	5	5	5	4	4	4	4	4	4	6
Peak684537	5	5	5	5	4	4	4	4	5	5	5	5	6
Peak684660	2	4	4	4	4	5	5	5	4	4	2	2	3
Peak684661	2	4	4	4	4	5	5	5	4	4	2	2	3
Peak68480	4	4	4	4	4	4	2	2	2	2	2	2	4
Peak68481	4	4	4	4	4	2	2	2	2	2	2	2	4
Peak684813	4	4	4	4	4	4	2	2	2	2	2	2	4
