H000	H003	H006	H009	H012	H018	H024	H036	H048	H072	H120	H168
Peak1003633	6	6	6	6	6	6	6	6	6	6	6	6
Peak1003682	6	6	6	6	6	6	6	6	6	6	6	6
Peak1003683	6	6	6	6	6	6	6	6	6	6	6	6
Peak1003717	6	6	6	6	6	6	6	6	6	6	6	6
Peak1003718	6	6	6	6	6	6	6	6	6	6	6	6
Peak1003719	5	5	5	5	5	5	5	5	5	5	6	6
Peak1003753	5	5	5	5	5	5	5	5	5	5	5	5
Peak1003754	5	5	5	5	5	5	5	5	5	5	5	5
Peak1003755	5	5	5	5	5	5	5	5	5	5	5	5
Peak1003756	5	5	5	5	5	5	5	5	5	5	5	5
Peak1003757	5	5	5	5	5	5	5	5	5	5	5	5
Peak1003788	5	5	5	6	6	6	6	6	6	6	6	6
Peak1003789	6	6	6	6	6	6	6	6	6	6	6	6
Peak1003790	5	5	5	6	6	6	6	6	6	6	6	6
Peak1003793	4	5	5	5	5	4	4	4	4	4	4	4
Peak1003794	4	5	5	5	5	4	4	4	4	4	4	4
Peak1003844	4	4	4	4	4	4	4	4	4	4	4	4
Peak1003870	5	5	5	5	5	5	5	5	5	5	5	5
Peak1003871	5	5	5	5	5	5	5	5	5	5	5	5
Peak1003872	3	4	5	5	5	5	5	5	5	5	5	5
Peak1003892	2	4	4	4	4	4	4	4	4	4	2	2
Peak1004046	6	6	6	6	6	6	6	6	6	6	6	6
Peak1004047	6	6	6	6	6	6	6	6	6	6	6	6
Peak1004048	6	6	6	6	6	6	6	6	6	6	6	6
Peak1004049	6	6	6	6	6	6	6	6	6	6	6	6
Peak1004162	4	4	4	4	4	4	4	4	4	4	4	4
Peak1004262	6	6	6	6	6	6	6	6	6	6	6	6
Peak1004263	6	6	6	6	6	6	6	6	6	6	6	6
Peak1004288	5	5	5	5	5	5	5	5	4	4	4	4
Peak1004289	5	5	5	5	5	5	5	5	4	4	4	4
Peak1004307	4	4	4	4	4	4	4	4	4	4	4	4
Peak1004334	5	5	5	5	5	5	5	5	5	5	5	5
Peak1004335	6	6	6	6	6	6	6	6	6	6	6	6
Peak1004351	5	5	5	5	5	5	5	5	5	5	5	5
Peak1004352	5	5	5	5	5	5	5	5	5	5	5	4
Peak1004387	5	5	5	5	5	5	5	5	5	4	4	4
Peak1004403	5	5	5	5	5	5	5	5	5	5	5	5
Peak1004448	6	6	6	6	6	6	6	6	6	6	6	6
Peak1004449	6	6	6	6	6	6	6	6	6	6	6	6
Peak100446	1	1	1	1	1	1	1	1	1	2	2	2
Peak1004465	6	6	6	6	6	6	6	6	6	6	6	6
Peak1004466	6	6	6	6	6	6	6	6	6	6	6	6
Peak1004559	4	4	4	4	4	4	4	4	4	4	4	4
Peak1004597	5	5	5	5	5	5	5	5	5	5	5	5
Peak1004598	5	5	5	5	5	5	5	5	5	5	5	5
Peak1004650	3	3	3	3	3	3	3	6	6	6	6	6
Peak1004651	3	3	3	3	3	3	6	6	6	6	6	6
Peak1004652	3	3	3	3	3	3	6	6	6	6	6	6
Peak1004683	4	4	4	4	5	5	5	5	5	4	4	4
Peak1004687	4	4	4	5	5	5	5	5	5	5	5	5
Peak1004688	4	4	4	5	5	5	5	5	5	5	5	5
Peak1004725	5	5	5	5	5	5	5	5	5	5	5	5
Peak1004726	5	5	5	5	5	5	5	5	5	5	5	5
